TRAIN 0: PRED: yellow | SIT: ^ sm1(x1) gr1(x1) tr1(x1) le2(x1,x2) sm1(x2) bl1(x2) st1(x2) ! | FEEDBACK: the green triangle to the left of the blue star !
VALIDATION 4600: PRED: the medium ellipse to the left of the medium triangle| SIT: ^ me1(x1) gr1(x1) el1(x1) le2(x1,x2) sm1(x2) or1(x2) tr1(x2) !
VALIDATION 4700: PRED: the small circle below the circle| SIT: ^ sm1(x1) bl1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 4800: PRED: the small square below the small ellipse| SIT: ^ sm1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) sq1(x2) !
VALIDATION 4900: PRED: the small ellipse to the right of the small star| SIT: ^ sm1(x1) bl1(x1) st1(x1) le2(x1,x2) sm1(x2) or1(x2) el1(x2) !
TRAIN 15100: PRED: the big hexagon to the medium | SIT: ^ bi1(x1) pu1(x1) tr1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) ! | FEEDBACK: the purple triangle above the hexagon !
TRAIN 15200: PRED: the small triangle to the star star | SIT: ^ sm1(x1) bl1(x1) tr1(x1) ab2(x1,x2) me1(x2) gr1(x2) st1(x2) ! | FEEDBACK: the blue triangle above the green star !
TRAIN 15300: PRED: the big square hexagon below the big hexagon hexagon | SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) re1(x2) sq1(x2) ! | FEEDBACK: the small red square below the big yellow hexagon !
TRAIN 15400: PRED: the small triangle above the triangle triangle | SIT: ^ sm1(x1) bl1(x1) st1(x1) ab2(x1,x2) sm1(x2) bl1(x2) tr1(x2) ! | FEEDBACK: the blue star above the blue triangle !
TRAIN 15500: PRED: the big star star below | SIT: ^ bi1(x1) or1(x1) st1(x1) ab2(x1,x2) sm1(x2) or1(x2) el1(x2) ! | FEEDBACK: the small orange ellipse !
VALIDATION 0: PRED: the big hexagon below the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) !
VALIDATION 100: PRED: the small square to the left of the circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) le2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 200: PRED: the small square to the left of the small star| SIT: ^ sm1(x1) or1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 300: PRED: the circle to the right of the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) sm1(x2) or1(x2) ci1(x2) !
VALIDATION 400: PRED: the medium hexagon to the right of the medium star| SIT: ^ me1(x1) gr1(x1) st1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) !
VALIDATION 500: PRED: the big ellipse above the circle| SIT: ^ bi1(x1) gr1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 600: PRED: the big ellipse above the circle| SIT: ^ bi1(x1) bl1(x1) el1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 700: PRED: the small hexagon to the right of the small star| SIT: ^ sm1(x1) re1(x1) st1(x1) le2(x1,x2) me1(x2) or1(x2) he1(x2) !
VALIDATION 800: PRED: the big hexagon to the left of the circle| SIT: ^ bi1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) bl1(x2) ci1(x2) !
VALIDATION 900: PRED: the big square to the left of the ellipse| SIT: ^ bi1(x1) pu1(x1) sq1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1000: PRED: the big hexagon above the ellipse| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1100: PRED: the medium hexagon to the right of the medium square| SIT: ^ me1(x1) bl1(x1) sq1(x1) ab2(x1,x2) bi1(x2) ye1(x2) he1(x2) !
VALIDATION 1200: PRED: the big ellipse below the circle| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) ye1(x2) el1(x2) !
VALIDATION 1300: PRED: the hexagon to the left of the star| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 1400: PRED: the big star above the ellipse| SIT: ^ bi1(x1) or1(x1) st1(x1) le2(x1,x2) bi1(x2) gr1(x2) el1(x2) !
VALIDATION 1500: PRED: the big ellipse to the right of the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 1600: PRED: the small star above the ellipse| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) me1(x2) re1(x2) el1(x2) !
VALIDATION 1700: PRED: the circle to the left of the star| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) pu1(x2) st1(x2) !
VALIDATION 1800: PRED: the big ellipse below the circle| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) re1(x2) el1(x2) !
VALIDATION 1900: PRED: the medium star above the ellipse| SIT: ^ me1(x1) re1(x1) st1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 2000: PRED: the small hexagon to the right of the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) me1(x2) gr1(x2) he1(x2) !
VALIDATION 2100: PRED: the small ellipse above the circle| SIT: ^ sm1(x1) bl1(x1) el1(x1) le2(x1,x2) me1(x2) or1(x2) ci1(x2) !
VALIDATION 2200: PRED: the medium hexagon to the left of the circle| SIT: ^ me1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 2300: PRED: the small square to the left of the circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) ci1(x2) !
VALIDATION 2400: PRED: the circle to the left of the triangle| SIT: ^ bi1(x1) pu1(x1) ci1(x1) le2(x1,x2) sm1(x2) gr1(x2) tr1(x2) !
VALIDATION 2500: PRED: the small hexagon to the left of the square| SIT: ^ sm1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) ye1(x2) sq1(x2) !
VALIDATION 2600: PRED: the medium hexagon to the right of the circle| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) gr1(x2) he1(x2) !
VALIDATION 2700: PRED: the small square to the right of the small star| SIT: ^ sm1(x1) or1(x1) st1(x1) ab2(x1,x2) bi1(x2) or1(x2) sq1(x2) !
VALIDATION 2800: PRED: the medium square to the right of the medium ellipse| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) sq1(x2) !
VALIDATION 2900: PRED: the circle to the right of the circle| SIT: ^ bi1(x1) bl1(x1) ci1(x1) ab2(x1,x2) sm1(x2) bl1(x2) ci1(x2) !
VALIDATION 3000: PRED: the big triangle to the left of the star| SIT: ^ bi1(x1) re1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 3100: PRED: the big triangle to the left of the star| SIT: ^ bi1(x1) pu1(x1) tr1(x1) le2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 3200: PRED: the big hexagon above the ellipse| SIT: ^ bi1(x1) bl1(x1) he1(x1) le2(x1,x2) me1(x2) bl1(x2) el1(x2) !
VALIDATION 3300: PRED: the small circle to the left of the small star| SIT: ^ sm1(x1) ye1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 3400: PRED: the small hexagon to the left of the small star| SIT: ^ sm1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 3500: PRED: the medium hexagon below the medium ellipse| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) he1(x2) !
VALIDATION 3600: PRED: the small square to the right of the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3700: PRED: the medium circle to the right of the medium ellipse| SIT: ^ me1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) ye1(x2) ci1(x2) !
VALIDATION 3800: PRED: the small square to the right of the small star| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3900: PRED: the medium hexagon to the left of the circle| SIT: ^ me1(x1) pu1(x1) he1(x1) le2(x1,x2) bi1(x2) re1(x2) ci1(x2) !
VALIDATION 4000: PRED: the small square to the right of the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) sq1(x2) !
VALIDATION 4100: PRED: the big ellipse above the circle| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) bl1(x2) ci1(x2) !
VALIDATION 4200: PRED: the medium hexagon below the medium ellipse| SIT: ^ me1(x1) gr1(x1) el1(x1) ab2(x1,x2) bi1(x2) or1(x2) he1(x2) !
VALIDATION 4300: PRED: the small hexagon to the left of the small star| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 4400: PRED: the circle to the left of the star| SIT: ^ me1(x1) re1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 4500: PRED: the circle to the right of the circle| SIT: ^ bi1(x1) re1(x1) ci1(x1) le2(x1,x2) sm1(x2) ye1(x2) ci1(x2) !
VALIDATION 4600: PRED: the medium triangle below the medium ellipse| SIT: ^ me1(x1) gr1(x1) el1(x1) le2(x1,x2) sm1(x2) or1(x2) tr1(x2) !
VALIDATION 4700: PRED: the circle to the right of the small circle| SIT: ^ sm1(x1) bl1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 4800: PRED: the small square to the right of the small ellipse| SIT: ^ sm1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) sq1(x2) !
VALIDATION 4900: PRED: the small star above the ellipse| SIT: ^ sm1(x1) bl1(x1) st1(x1) le2(x1,x2) sm1(x2) or1(x2) el1(x2) !
TRAIN 15600: PRED: the medium triangle triangle below | SIT: ^ me1(x1) ye1(x1) st1(x1) ab2(x1,x2) bi1(x2) re1(x2) tr1(x2) ! | FEEDBACK: the big red triangle !
TRAIN 15700: PRED: the medium triangle to the triangle triangle | SIT: ^ me1(x1) bl1(x1) st1(x1) ab2(x1,x2) me1(x2) or1(x2) tr1(x2) ! | FEEDBACK: the medium star above the orange triangle !
TRAIN 15800: PRED: the small triangle to | SIT: ^ sm1(x1) re1(x1) tr1(x1) ab2(x1,x2) me1(x2) bl1(x2) tr1(x2) ! | FEEDBACK: the red triangle !
TRAIN 15900: PRED: the small triangle triangle to | SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) me1(x2) pu1(x2) tr1(x2) ! | FEEDBACK: the small yellow triangle !
TRAIN 16000: PRED: the big star star to the left of the big circle circle | SIT: ^ bi1(x1) pu1(x1) st1(x1) le2(x1,x2) sm1(x2) ye1(x2) ci1(x2) ! | FEEDBACK: the big purple star to the left of the small yellow circle !
VALIDATION 0: PRED: the big blue hexagon to the right of the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) !
VALIDATION 100: PRED: the square to the left of the small circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) le2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 200: PRED: the square to the left of the small star| SIT: ^ sm1(x1) or1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 300: PRED: the small blue circle to the right of the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) sm1(x2) or1(x2) ci1(x2) !
VALIDATION 400: PRED: the medium hexagon to the right of the medium star| SIT: ^ me1(x1) gr1(x1) st1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) !
VALIDATION 500: PRED: the big circle below the big ellipse| SIT: ^ bi1(x1) gr1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 600: PRED: the big circle below the big ellipse| SIT: ^ bi1(x1) bl1(x1) el1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 700: PRED: the small hexagon to the right of the small star| SIT: ^ sm1(x1) re1(x1) st1(x1) le2(x1,x2) me1(x2) or1(x2) he1(x2) !
VALIDATION 800: PRED: the big hexagon to the left of the circle| SIT: ^ bi1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) bl1(x2) ci1(x2) !
VALIDATION 900: PRED: the big ellipse below the big square| SIT: ^ bi1(x1) pu1(x1) sq1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1000: PRED: the big ellipse| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1100: PRED: the square to the left of the hexagon| SIT: ^ me1(x1) bl1(x1) sq1(x1) ab2(x1,x2) bi1(x2) ye1(x2) he1(x2) !
VALIDATION 1200: PRED: the big ellipse below the big circle| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) ye1(x2) el1(x2) !
VALIDATION 1300: PRED: the big hexagon to the left of the big star| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 1400: PRED: the big star to the left of the ellipse| SIT: ^ bi1(x1) or1(x1) st1(x1) le2(x1,x2) bi1(x2) gr1(x2) el1(x2) !
VALIDATION 1500: PRED: the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 1600: PRED: the small star to the left of the small blue ellipse| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) me1(x2) re1(x2) el1(x2) !
VALIDATION 1700: PRED: the medium star to the right of the medium circle| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) pu1(x2) st1(x2) !
VALIDATION 1800: PRED: the big ellipse below the big circle| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) re1(x2) el1(x2) !
VALIDATION 1900: PRED: the star to the left of the ellipse| SIT: ^ me1(x1) re1(x1) st1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 2000: PRED: the small hexagon to the right of the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) me1(x2) gr1(x2) he1(x2) !
VALIDATION 2100: PRED: the small ellipse to the left of the small circle| SIT: ^ sm1(x1) bl1(x1) el1(x1) le2(x1,x2) me1(x2) or1(x2) ci1(x2) !
VALIDATION 2200: PRED: the medium hexagon to the left of the small circle| SIT: ^ me1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 2300: PRED: the square to the left of the small circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) ci1(x2) !
VALIDATION 2400: PRED: the big triangle to the right of the big circle| SIT: ^ bi1(x1) pu1(x1) ci1(x1) le2(x1,x2) sm1(x2) gr1(x2) tr1(x2) !
VALIDATION 2500: PRED: the square to the right of the small hexagon| SIT: ^ sm1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) ye1(x2) sq1(x2) !
VALIDATION 2600: PRED: the medium hexagon to the right of the medium circle| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) gr1(x2) he1(x2) !
VALIDATION 2700: PRED: the square to the right of the small star| SIT: ^ sm1(x1) or1(x1) st1(x1) ab2(x1,x2) bi1(x2) or1(x2) sq1(x2) !
VALIDATION 2800: PRED: the ellipse to the left of the square| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) sq1(x2) !
VALIDATION 2900: PRED: the big circle to the right of the big circle| SIT: ^ bi1(x1) bl1(x1) ci1(x1) ab2(x1,x2) sm1(x2) bl1(x2) ci1(x2) !
VALIDATION 3000: PRED: the big star to the right of the big blue triangle| SIT: ^ bi1(x1) re1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 3100: PRED: the big star to the right of the big blue triangle| SIT: ^ bi1(x1) pu1(x1) tr1(x1) le2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 3200: PRED: the big ellipse| SIT: ^ bi1(x1) bl1(x1) he1(x1) le2(x1,x2) me1(x2) bl1(x2) el1(x2) !
VALIDATION 3300: PRED: the small star to the right of the small circle| SIT: ^ sm1(x1) ye1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 3400: PRED: the small hexagon to the left of the small star| SIT: ^ sm1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 3500: PRED: the medium blue hexagon to the right of the medium blue ellipse| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) he1(x2) !
VALIDATION 3600: PRED: the square to the right of the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3700: PRED: the medium ellipse to the left of the small circle| SIT: ^ me1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) ye1(x2) ci1(x2) !
VALIDATION 3800: PRED: the square to the right of the small star| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3900: PRED: the medium hexagon to the left of the small circle| SIT: ^ me1(x1) pu1(x1) he1(x1) le2(x1,x2) bi1(x2) re1(x2) ci1(x2) !
VALIDATION 4000: PRED: the square to the right of the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) sq1(x2) !
VALIDATION 4100: PRED: the big circle below the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) bl1(x2) ci1(x2) !
VALIDATION 4200: PRED: the medium blue hexagon to the right of the medium blue ellipse| SIT: ^ me1(x1) gr1(x1) el1(x1) ab2(x1,x2) bi1(x2) or1(x2) he1(x2) !
VALIDATION 4300: PRED: the small hexagon to the left of the small star| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 4400: PRED: the medium star to the right of the medium circle| SIT: ^ me1(x1) re1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 4500: PRED: the big circle to the right of the big circle| SIT: ^ bi1(x1) re1(x1) ci1(x1) le2(x1,x2) sm1(x2) ye1(x2) ci1(x2) !
VALIDATION 4600: PRED: the ellipse to the left of the triangle| SIT: ^ me1(x1) gr1(x1) el1(x1) le2(x1,x2) sm1(x2) or1(x2) tr1(x2) !
VALIDATION 4700: PRED: the small circle to the right of the small circle| SIT: ^ sm1(x1) bl1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 4800: PRED: the ellipse to the left of the square| SIT: ^ sm1(x1) or1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) sq1(x2) !
VALIDATION 4900: PRED: the small star to the left of the ellipse| SIT: ^ sm1(x1) bl1(x1) st1(x1) le2(x1,x2) sm1(x2) or1(x2) el1(x2) !
TRAIN 16100: PRED: the medium to the right of the medium hexagon hexagon | SIT: ^ me1(x1) ye1(x1) he1(x1) le2(x1,x2) bi1(x2) pu1(x2) sq1(x2) ! | FEEDBACK: the square to the right of the medium yellow hexagon !
TRAIN 16200: PRED: the big hexagon hexagon to | SIT: ^ bi1(x1) ye1(x1) he1(x1) le2(x1,x2) bi1(x2) or1(x2) tr1(x2) ! | FEEDBACK: the big yellow hexagon !
TRAIN 16300: PRED: the small star to the small star | SIT: ^ sm1(x1) bl1(x1) st1(x1) ab2(x1,x2) bi1(x2) bl1(x2) he1(x2) ! | FEEDBACK: the blue hexagon below the small star !
TRAIN 16400: PRED: the big to the star star star | SIT: ^ bi1(x1) gr1(x1) tr1(x1) ab2(x1,x2) sm1(x2) gr1(x2) st1(x2) ! | FEEDBACK: the triangle above the small green star !
TRAIN 16500: PRED: the medium star square below the medium square square | SIT: ^ me1(x1) re1(x1) sq1(x1) ab2(x1,x2) sm1(x2) re1(x2) st1(x2) ! | FEEDBACK: the small red star below the medium red square !
VALIDATION 0: PRED: the big hexagon below the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) sm1(x2) bl1(x2) he1(x2) !
VALIDATION 100: PRED: the small square above the small circle| SIT: ^ sm1(x1) re1(x1) sq1(x1) le2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 200: PRED: the small star below the small square| SIT: ^ sm1(x1) or1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 300: PRED: the small circle below the small triangle| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) sm1(x2) or1(x2) ci1(x2) !
VALIDATION 400: PRED: the medium hexagon to the right of the medium star| SIT: ^ me1(x1) gr1(x1) st1(x1) ab2(x1,x2) me1(x2) pu1(x2) he1(x2) !
VALIDATION 500: PRED: the big circle below the big ellipse| SIT: ^ bi1(x1) gr1(x1) el1(x1) le2(x1,x2) me1(x2) ye1(x2) ci1(x2) !
VALIDATION 600: PRED: the big circle below the big ellipse| SIT: ^ bi1(x1) bl1(x1) el1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 700: PRED: the small hexagon to the right of the small star| SIT: ^ sm1(x1) re1(x1) st1(x1) le2(x1,x2) me1(x2) or1(x2) he1(x2) !
VALIDATION 800: PRED: the big circle to the right of the big hexagon| SIT: ^ bi1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) bl1(x2) ci1(x2) !
VALIDATION 900: PRED: the big ellipse below the big square| SIT: ^ bi1(x1) pu1(x1) sq1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1000: PRED: the big hexagon to the left of the big ellipse| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) bi1(x2) or1(x2) el1(x2) !
VALIDATION 1100: PRED: the medium hexagon below the medium square| SIT: ^ me1(x1) bl1(x1) sq1(x1) ab2(x1,x2) bi1(x2) ye1(x2) he1(x2) !
VALIDATION 1200: PRED: the big circle to the left of the big ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) ye1(x2) el1(x2) !
VALIDATION 1300: PRED: the big hexagon to the left of the star| SIT: ^ bi1(x1) ye1(x1) he1(x1) ab2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 1400: PRED: the big star above the big ellipse| SIT: ^ bi1(x1) or1(x1) st1(x1) le2(x1,x2) bi1(x2) gr1(x2) el1(x2) !
VALIDATION 1500: PRED: the big ellipse below the big ellipse| SIT: ^ bi1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 1600: PRED: the small star above the big ellipse| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) me1(x2) re1(x2) el1(x2) !
VALIDATION 1700: PRED: the medium circle above the medium star| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) me1(x2) pu1(x2) st1(x2) !
VALIDATION 1800: PRED: the big circle to the left of the big ellipse| SIT: ^ bi1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) re1(x2) el1(x2) !
VALIDATION 1900: PRED: the medium star above the big ellipse| SIT: ^ me1(x1) re1(x1) st1(x1) le2(x1,x2) bi1(x2) pu1(x2) el1(x2) !
VALIDATION 2000: PRED: the small hexagon to the right of the small hexagon| SIT: ^ sm1(x1) re1(x1) he1(x1) le2(x1,x2) me1(x2) gr1(x2) he1(x2) !
VALIDATION 2100: PRED: the small circle below the small ellipse| SIT: ^ sm1(x1) bl1(x1) el1(x1) le2(x1,x2) me1(x2) or1(x2) ci1(x2) !
VALIDATION 2200: PRED: the medium circle to the right of the medium hexagon| SIT: ^ me1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) pu1(x2) ci1(x2) !
VALIDATION 2300: PRED: the small circle below the small square| SIT: ^ sm1(x1) re1(x1) sq1(x1) ab2(x1,x2) sm1(x2) pu1(x2) ci1(x2) !
VALIDATION 2400: PRED: the big circle to the left of the triangle| SIT: ^ bi1(x1) pu1(x1) ci1(x1) le2(x1,x2) sm1(x2) gr1(x2) tr1(x2) !
VALIDATION 2500: PRED: the small hexagon to the left of the small square| SIT: ^ sm1(x1) or1(x1) he1(x1) ab2(x1,x2) bi1(x2) ye1(x2) sq1(x2) !
VALIDATION 2600: PRED: the medium hexagon to the right of the medium circle| SIT: ^ me1(x1) ye1(x1) ci1(x1) le2(x1,x2) bi1(x2) gr1(x2) he1(x2) !
VALIDATION 2700: PRED: the small star above the small square| SIT: ^ sm1(x1) or1(x1) st1(x1) ab2(x1,x2) bi1(x2) or1(x2) sq1(x2) !
VALIDATION 2800: PRED: the medium ellipse above the square| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) sq1(x2) !
VALIDATION 2900: PRED: the big circle to the right of the big circle| SIT: ^ bi1(x1) bl1(x1) ci1(x1) ab2(x1,x2) sm1(x2) bl1(x2) ci1(x2) !
VALIDATION 3000: PRED: the triangle to the left of the star| SIT: ^ bi1(x1) re1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) st1(x2) !
VALIDATION 3100: PRED: the triangle to the left of the star| SIT: ^ bi1(x1) pu1(x1) tr1(x1) le2(x1,x2) sm1(x2) ye1(x2) st1(x2) !
VALIDATION 3200: PRED: the big hexagon to the left of the big ellipse| SIT: ^ bi1(x1) bl1(x1) he1(x1) le2(x1,x2) me1(x2) bl1(x2) el1(x2) !
VALIDATION 3300: PRED: the small circle above the small star| SIT: ^ sm1(x1) ye1(x1) ci1(x1) ab2(x1,x2) me1(x2) ye1(x2) st1(x2) !
VALIDATION 3400: PRED: the small hexagon to the left of the small star| SIT: ^ sm1(x1) pu1(x1) he1(x1) ab2(x1,x2) bi1(x2) gr1(x2) st1(x2) !
VALIDATION 3500: PRED: the medium ellipse above the big hexagon| SIT: ^ me1(x1) pu1(x1) el1(x1) ab2(x1,x2) sm1(x2) ye1(x2) he1(x2) !
VALIDATION 3600: PRED: the small triangle to the left of the small square| SIT: ^ sm1(x1) ye1(x1) tr1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3700: PRED: the medium circle below the medium ellipse| SIT: ^ me1(x1) or1(x1) el1(x1) le2(x1,x2) bi1(x2) ye1(x2) ci1(x2) !
VALIDATION 3800: PRED: the small star above the small square| SIT: ^ sm1(x1) pu1(x1) st1(x1) le2(x1,x2) bi1(x2) bl1(x2) sq1(x2) !
VALIDATION 3900: PRED: the medium circle to the right of the medium hexagon| SIT: ^ me1(x1) pu1(x1) he1(x1) le2(x1,x2) bi1(x2) re1(x2) ci1(x2) !
VALIDATION 4000: PRED: the small triangle to the left of the small square| SIT: ^ sm1(x1) ye1(x1) tr1(x1) ab2(x1,x2) sm1(x2) pu1(x2) sq1(x2) !
